,,,,,,,,,,,,,,,,,,,,,
102-29198-2024,06/05/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI PRODUCTION CITY,Unit,Flat,1018461.60,84.55,84.55,1 B/R,1,Damac Properties,Marina Mall,Sports City Swimming Academy,1,1,,Samana Portofino
102-29199-2024,06/05/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flat,2352945.00,103.60,103.60,2 B/R,1,,,,2,1,,SOBHA ONE
102-292-2024,03/01/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,DUBAI CREEK HARBOUR,Unit,Flat,2101888.00,85.11,85.11,1 B/R,1,Creek Metro Station,City Centre Mirdif,Dubai International Airport,1,1,,Creek Waters 2
102-2920-2024,16/01/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flat,1289000.00,53.31,53.31,1 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,The EDGE
102-29200-2024,06/05/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Ras Al Khor Industrial First,Unit,Flat,1695032.00,68.17,68.17,1 B/R,1,,,,1,1,,SOBHA ONE
102-29201-2024,06/05/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flat,737000.00,63.37,63.37,1 B/R,1,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,Binghatti Amber
102-29202-2024,06/05/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flat,2150000.00,116.74,116.74,2 B/R,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,NOBLES
102-29203-2024,07/05/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flat,1095222.00,82.72,82.72,1 B/R,1,Dubai Internet City,Marina Mall,Sports City Swimming Academy,1,1,,THE HAVEN GARDEN
102-29206-2024,09/05/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flat,1000000.00,39.82,39.82,Studio,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Peninsula Two
102-29207-2024,06/05/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flat,1930000.00,83.96,83.96,2 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Peninsula Two
102-29208-2024,06/05/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,CITY WALK,Unit,Flat,1950000.00,69.18,69.18,1 B/R,1,,,,1,1,,Celadon
102-29209-2024,06/05/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,Al Hebiah Sixth,Building,Villa,3450000.00,248.29,248.29,4 B/R,,,,,1,2,,Mudon Al Ranim 4
102-2921-2024,16/01/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,PALM JUMEIRAH,Unit,Flat,19589828.00,338.31,338.31,3 B/R,2,Al Sufouh,Mall of the Emirates,Burj Al Arab,1,1,,OCEAN HOUSE
102-29210-2024,06/05/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,ARJAN,Unit,Flat,1400000.00,106.47,106.47,2 B/R,2,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,1,1,,BEVERLY BOULEVARD
102-29211-2024,09/05/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,JUMEIRAH LAKES TOWERS,Unit,Shop,600000.00,38.46,38.46,Shop,1,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,1,1,,THE WIND TOWER II
102-29212-2024,06/05/2024,Sales,Sell - Pre registration,Off-Plan,Free Hold,Residential,BUSINESS BAY,Unit,Flat,2650000.00,132.61,132.61,2 B/R,1,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,Peninsula One
